0.22559404,0.29804504
0.05592072,0.11502814
0.106031656,0.2504696
0.00965178,0.052348465
0.28765273,0.43741208
0.45071116,0.22502029
0.45612925,0.08930072
0.43405503,0.22874504
0.32387632,0.053370327
0.0703018,0.22962067
0.3966451,0.17617002
0.10204947,0.44949767
0.03584194,0.044065326
0.0438855,0.097830266
0.34012753,0.14890882
0.4067777,0.017031968
0.22964993,0.30823395
0.39543623,0.024002582
0.07711032,0.3983991
0.11660403,0.40381232
0.2912579,0.3518442
0.4657935,0.15412751
0.03706658,0.3962395
0.4731589,0.013401061
0.38164026,0.29245678
0.1690853,0.24062541
0.06190458,0.002064973
0.214474,0.21898907
0.497632,0.32397622
0.2970975,0.2354626
0.4567614,0.39790532
0.095946014,0.45947203
0.24695152,0.04186195
0.112053126,0.00864625
0.15267333,0.15780625
0.06341115,0.31133208
0.49791068,0.2881465
0.47949475,0.3532765
0.24490213,0.49365297
0.048529834,0.13964087
0.48570502,0.35676107
0.2885698,0.20933133
0.45926952,0.42272526
0.40697396,0.16343626
0.4879406,0.002695471
0.38699815,0.106229484
0.24680272,0.4789779
0.30457747,0.049530685
0.32218945,0.22342223
0.2223568,0.18896326
0.21431667,0.13838059
0.37565377,0.47449553
0.1678774,0.22779125
0.33004814,0.3542143
0.46525925,0.34886584
0.23110113,0.46712205
0.07369593,0.37625504
0.24142176,0.48136154
0.15121832,0.4475236
0.3817108,0.26309496
0.47998953,0.16681045
0.3030022,0.49866116
0.1199407,0.31164557
0.3642603,0.36992195
0.16320881,0.053446263
0.29962936,0.07712516
0.49053523,0.32606322
0.3145167,0.053346694
0.19652942,0.018162519
0.16054878,0.09374541
0.29073325,0.1569367
0.42219397,0.016531318
0.317125,0.37378085
0.39809525,0.15170723
0.4546524,0.40174335
0.12820038,0.15022838
0.4963435,0.25279105
0.2835927,0.3881064
0.0024603307,0.43667787
0.08417973,0.38596964
0.024172723,0.13738269
0.10444966,0.039430708
0.105657786,0.2060174
0.2883947,0.38498434
0.04389319,0.1075874
0.1701591,0.27168742
0.4834006,0.29321858
0.44041646,0.043116838
0.20670268,0.22810939
0.043018073,0.11555463
0.17635453,0.380604
0.41987965,0.086447865
0.45935878,0.15995035
0.26186213,0.47730556
0.2050249,0.14346004
0.39172795,0.3736315
0.43052247,0.17033544
0.10396519,0.12350026
0.4393287,0.2352086
0.3719203,0.4091449
0.4434975,0.22372639
0.19148621,0.2615615
0.18537503,0.3030287
0.15348396,0.0067045093
0.35444674,0.2678582
0.4944496,0.3593465
0.033994168,0.42789546
0.29309526,0.024037957
0.19592878,0.18176502
0.012225777,0.16469806
0.41350543,0.009467334
0.39303553,0.119008034
0.49573484,0.12766123
0.12983572,7.041991E-4
0.046536803,0.41459364
0.18241328,0.05276972
0.14051723,0.24532339
0.34413114,0.32401714
0.12741026,0.17842764
0.40496188,0.18819886
0.2625878,0.24626872
0.23801017,0.24207795
0.012679577,0.18922237
0.2585143,0.001265943
0.34652635,0.0055547357
0.24830684,0.19046438
0.05285713,0.10184902
0.103425086,0.13933548
0.079876214,0.21142647
0.42484897,0.27382597
0.38819072,0.21091947
0.36375228,0.3235567
0.4092142,0.017314881
0.014409751,0.37299103
0.08554995,0.17210788
0.48593011,0.20256838
0.3092718,0.4468427
0.323883,0.016826361
0.40705666,0.2898574
0.49495643,0.12167558
0.42854303,0.030521214
0.42199343,0.21030211
0.2740425,0.091121584
0.097786516,0.17546314
0.03995335,0.30272365
0.3282081,0.39995947
0.1222415,0.07813135
0.4276679,0.36249623
0.09967488,0.3592986
0.41124585,0.044600606
0.23214869,0.8600548
0.33932602,0.8238007
0.183863,0.8231878
0.24312358,0.9201573
0.2482192,0.81987464
0.023469616,0.92001736
0.27877852,0.9253499
0.12704667,0.9256742
0.066595055,0.80906725
0.25501126,0.86687493
0.061606955,0.89672506
0.21208814,0.815019
0.39330846,0.8096661
0.06330328,0.8099328
0.05501189,0.8730006
0.09013192,0.82123923
0.023790669,0.8011766
0.29443854,0.90098166
0.37286398,0.8370277
0.22707787,0.86496985
0.24279472,0.8991755
0.37959492,0.7076609
0.05455947,0.38052988
0.1065855,0.47611487
0.71958613,0.22086966
0.58621323,0.48029697
0.5231309,0.6725466
0.47396195,0.037572265
0.09515762,0.024091601
0.31962144,0.7278147
0.3636949,0.26005864
0.37934172,0.77908313
0.6447319,0.22629023
0.06437242,0.71816826
0.5144509,0.39066756
0.006578088,0.4250604
0.6263839,0.5286106
0.3351016,0.20280707
0.6415962,0.22089183
