1.5290349,1.5384066
1.5793415,1.6163211
1.7119998,1.6350682
1.6945122,1.5846463
1.6885247,1.5075988
1.5539331,1.5988947
1.6121526,1.6196263
1.7262864,1.5474436
1.6395595,1.6280719
1.5354779,1.6437818
1.5310643,1.5257323
1.5866412,1.6470566
1.5680461,1.6208992
1.6101601,1.6073987
1.600809,1.6861955
1.6265428,1.6903031
1.614861,1.6094785
1.6893585,1.5066855
1.6669035,1.5933316
1.6605282,1.6589074
1.6833901,1.5432875
1.5803237,1.5411837
1.5154092,1.6634338
1.5575123,1.5084329
1.649991,1.6042488
1.6973104,1.5652974
1.6965253,1.5827962
1.51946,1.5990849
1.6869738,1.5059979
1.5603642,1.5798346
1.6211586,1.5832169
1.462359,1.2749422
1.3480464,1.6047062
1.4510063,1.4132234
1.528956,1.2468663
1.5899968,1.4979483
1.3853762,1.442199
1.4625504,1.668656
1.3678409,1.651587
